,Riksdagsledamot,Parti,Valkrets,chamber,start,end,Yrke
2418,Harald Hallén,s,Värmlands län,Andra kammaren,1941,1944,
2419,Helmer Molander,s,Västernorrlands län,Andra kammaren,1941,1944,
2420,Herman Nordström,s,Värmlands län,Andra kammaren,1941,1944,
2421,Hilding Hagberg,k,Norrbottens län,Andra kammaren,1941,1944,
2422,Hildur Alvén,s,Kopparbergs län,Andra kammaren,1941,1944,
2423,Hildur Humla,s,Värmlands län,Andra kammaren,1941,1944,
2424,Hildur Nygren,s,Gävleborgs län,Andra kammaren,1941,1944,
2425,Hjalmar Gustafson,s,Kronobergs län,Andra kammaren,1941,1944,
2426,Hjalmar Nilson,bf,Hallands län,Andra kammaren,1941,1944,
2427,Hjalmar Svensson,bf,Kronobergs län,Andra kammaren,1941,1944,
2428,Hugo Witzell,s,Blekinge län,Andra kammaren,1941,1944,
2429,Hulda Skoglund-Lindblom,s,Västernorrlands län,Andra kammaren,1941,1944,
2430,Ivar Jansson,s,Norrbottens län,Andra kammaren,1941,1944,
2431,Ivar Pettersson,bf,Örebro län,Andra kammaren,1941,1944,
2432,Ivar Sefve,h,Göteborgs stad,Andra kammaren,1941,1944,
2433,Ivar Österström,f. 1887,Västernorrlands län,Andra kammaren,1941,1944,
2434,James Dickson,h,Norra valkretsen,Andra kammaren,1941,1944,
2435,Johan Nilson,fp,Södermanlands län,Andra kammaren,1941,1944,
2436,Johan Persson,s,Skaraborgs län,Andra kammaren,1941,1944,
2437,John Andersson,f. 1894,Västernorrlands län,Andra kammaren,1941,1944,
2438,John Bergvall,f. 1892,Stockholms stad,Andra kammaren,1941,1944,
2439,John Ericsson i Kinna,s,Södra valkretsen,Andra kammaren,1941,1944,
2440,John Lundberg,s,Uppsala län,Andra kammaren,1941,1944,
2441,John Pettersson,bf,Jönköpings län,Andra kammaren,1941,1944,
2442,Jon Jonsson i Fjäle,f. 1892,Gävleborgs län,Andra kammaren,1941,1944,
2443,Jonas Eriksson,h,Gävleborgs län,Andra kammaren,1941,1944,
2444,Jones Erik Andersson,bf,Kopparbergs län,Andra kammaren,1941,1944,
2445,Karl Allan Westman,bf,Östergötlands län,Andra kammaren,1941,1944,
2446,Karl Bergström,s,Fyrstadskretsen,Andra kammaren,1941,1944,
2447,Karl Emil Hansson,bf,Uppsala län,Andra kammaren,1941,1944,
2448,Karl Evald Magnusson i Näsviken,s,Gävleborgs län,Andra kammaren,1941,1944,
2449,Karl Falk,s,Östergötlands län,Andra kammaren,1941,1944,
2450,Karl Kilbom,s,Stockholms stad,Andra kammaren,1941,1944,
2451,Karl Magnusson,h,Skaraborgs län,Andra kammaren,1941,1944,
2452,Karl Mäler,s,Västernorrlands län,Andra kammaren,1941,1944,
2453,Karl Nilsson,s,Fyrstadskretsen,Andra kammaren,1941,1944,
2454,Karl Söderdahl,s,Gotlands län,Andra kammaren,1941,1944,
2455,Karl Viklund,s,Norrbottens län,Andra kammaren,1941,1944,
2456,Karl Ward,s,Östergötlands län,Andra kammaren,1941,1944,
2457,Kerstin Hesselgren,fp,Stockholms stad,Andra kammaren,1941,1944,
2458,Knut Senander,k,Göteborgs stad,Andra kammaren,1941,1944,
2459,Lars Andersson,bf,Norrbottens län,Andra kammaren,1941,1944,
2460,Lars Jonsson,s,Västernorrlands län,Andra kammaren,1941,1944,
2461,Lars Lindahl,s,Örebro län,Andra kammaren,1941,1944,
2462,Lars Lindén,f. 1898,Kalmar län,Andra kammaren,1941,1944,
2463,Martin Andersson i Igelboda,s,Stockholms län,Andra kammaren,1941,1944,
2464,Martin Forsberg,s,Jönköpings län,Andra kammaren,1941,1944,
2465,Martin Ljungberg,h,Östergötlands län,Andra kammaren,1941,1944,
2466,Martin Skoglund,h,Östergötlands län,Andra kammaren,1941,1944,
2467,Märta Öberg,s,Göteborgs stad,Andra kammaren,1941,1944,
2468,Nestor Hammarlund,bf,Kristianstads län,Andra kammaren,1941,1944,
2469,Nils Larsson i Östersund,s,Jämtlands län,Andra kammaren,1941,1944,
2470,Ola Isacsson,s,Kristianstads län,Andra kammaren,1941,1944,
2471,Olivia Nordgren,s,Malmöhus län,Andra kammaren,1941,1944,
2472,Olof Andersson i Malmö,s,Fyrstadskretsen,Andra kammaren,1941,1944,
2473,Olof Gavelin,s,Norrbottens län,Andra kammaren,1941,1944,
2474,Olof Nilsson i Göteborg,f. 1896,Göteborgs stad,Andra kammaren,1941,1944,
2475,Oscar Carlström,fp,Jönköpings län,Andra kammaren,1941,1944,
2476,Oscar Dahlbäck,f. 1886,Jönköpings län,Andra kammaren,1941,1944,
2477,Oscar Lövgren,s,Norrbottens län,Andra kammaren,1941,1944,
2478,Oscar Malmborg,fp,Skaraborgs län,Andra kammaren,1941,1944,
2479,Oscar Nolin,h,Kronobergs län,Andra kammaren,1941,1944,
2480,Oscar Werner,bf,Värmlands län,Andra kammaren,1941,1944,
2481,Otto Holmdahl,f. 1881,Stockholms stad,Andra kammaren,1941,1944,
2482,Otto Wallén,bf,Stockholms län,Andra kammaren,1941,1944,
2483,Patrik Svensson,s,Norra valkretsen,Andra kammaren,1941,1944,
2484,Per Albin Hansson,s,Stockholms stad,Andra kammaren,1941,1944,
2485,Per Edvin Sköld,s,Malmöhus län,Andra kammaren,1941,1944,
2486,Per Johnsson,fp,Blekinge län,Andra kammaren,1941,1944,
2487,Per Persson i Norrby,bf,Gävleborgs län,Andra kammaren,1941,1944,
2488,Per Persson i Undersvik,s,Gävleborgs län,Andra kammaren,1941,1944,
2489,Ragnar Barnekow,fp,Kristianstads län,Andra kammaren,1941,1944,
2490,Rikard Westerdahl,h,Västmanlands län,Andra kammaren,1941,1944,
2491,Rolf Edberg,s,Östergötlands län,Andra kammaren,1941,1944,
2492,Ruth Gustafson,s,Stockholms stad,Andra kammaren,1941,1944,
2493,Sam Norup,bf,Kristianstads län,Andra kammaren,1941,1944,
2494,Samuel Hedlund,h,Jämtlands län,Andra kammaren,1941,1944,
2495,Set Persson,k,Stockholms stad,Andra kammaren,1941,1944,
2496,Seth Molander,s,Stockholms stad,Andra kammaren,1941,1944,
2497,Sigfrid Jonsson,s,Jämtlands län,Andra kammaren,1941,1944,
2498,Signe Linderoth-Andersson,s,Skaraborgs län,Andra kammaren,1941,1944,
2499,Sigrid Ekendahl,s,Stockholms stad,Andra kammaren,1941,1944,
2500,Sigurd Lindholm,s,Gävleborgs län,Andra kammaren,1941,1944,
2501,Sigvard Cruse,s,Stockholms stad,Andra kammaren,1941,1944,
2502,Sigvard Ohlsson,s,Kalmar län,Andra kammaren,1941,1944,
2503,Stig Janson,h,Södermanlands län,Andra kammaren,1941,1944,
2504,Sven Andersson,s,Göteborgs stad,Andra kammaren,1941,1944,
2505,Sven Andersson i Vigelsbo,bf,Västmanlands län,Andra kammaren,1941,1944,
2506,Sven Hedqvist,s k,Stockholms län,Andra kammaren,1941,1944,
2507,Sven Lundberg,f. 1889,Fyrstadskretsen,Andra kammaren,1941,1944,
2508,Sven Lundgren,s,Göteborgs stad,Andra kammaren,1941,1944,
2509,Tage Erlander,s,Fyrstadskretsen,Andra kammaren,1941,1944,
2510,Theodor Gardell,bf,Gotlands län,Andra kammaren,1941,1944,
2511,Thorvald Ekdahl,s,Kristianstads län,Andra kammaren,1941,1944,
2512,Thorwald Bergquist,fp (1941–1942),Stockholms stad,Andra kammaren,1941,1944,
2513,Torgil von Seth,h,Jönköpings län,Andra kammaren,1941,1944,
2514,Torsten Henriksson,h,Stockholms stad,Andra kammaren,1941,1944,
2515,Torsten Nilsson,s,Stockholms stad,Andra kammaren,1941,1944,
2516,Torsten Waldemar Lundell,f. 1889,Kalmar län,Andra kammaren,1941,1944,
2517,Uddo Jacobson,s,Västerbottens län,Andra kammaren,1941,1944,
2518,Verner Hedlund,s,Jämtlands län,Andra kammaren,1941,1944,
2519,Verner Karlsson,s,Kopparbergs län,Andra kammaren,1941,1944,
2520,Victor Mattsson,bf,Kronobergs län,Andra kammaren,1941,1944,
2521,Vilhelm Lundstedt,s,Uppsala län,Andra kammaren,1941,1944,
2522,Waldemar Svensson,fp,Bohuslän,Andra kammaren,1941,1944,
2523,Walter Sundström,s,Skaraborgs län,Andra kammaren,1941,1944,
2524,Wiktor Mårtensson,s,Bohuslän,Andra kammaren,1941,1944,
2525,ersatt av: Hanna Rydh (1943–1944),ersatt av: Hanna Rydh (1943–1944),Stockholms stad,Andra kammaren,1941,1944,
2526,Åke Wiberg,h,Fyrstadskretsen,Andra kammaren,1941,1944,
2527,Albert Andersson,f. 1878,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2528,Albert Forslund,f. 1881,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2529,Alfred Andersson i Bussjö,f. 1881,Malmöhus län,Första kammaren,1941,1941,
2530,Allan Holstensson,f. 1878,Jönköpings län,Första kammaren,1941,1941,
2531,Anders Andersson i Markaryd,f. 1871,Kronobergs och Hallands län,Första kammaren,1941,1941,
2532,Anders Aronsson,f. 1885,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2533,Anders Johan Bärg,s,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2534,Anders Sundvik,s,Kopparbergs län,Första kammaren,1941,1941,
2535,Anselm Gillström,s,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2536,Anton Svensson,bf,Jönköpings län,Första kammaren,1941,1941,
2537,Arthur Engberg,s,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2538,Arthur Heiding,bf,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2539,Arvid De Geer,bf,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2540,Axel Leander,f. 1888,Malmöhus län,Första kammaren,1941,1941,
2541,Axel Löfvander,bf,Malmöhus län,Första kammaren,1941,1941,
2542,Axel Mannerskantz,h,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2543,Axel Roos,f,Malmöhus län,Första kammaren,1941,1941,
2544,Axel Strand,s,Stockholms stad,Första kammaren,1941,1941,
2545,Bengt Elmgren,s,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2546,Bernhard Nilsson i Landeryd,h,Jönköpings län,Första kammaren,1941,1941,
2547,Bertil Ohlin,f,Stockholms stad,Första kammaren,1941,1941,
2548,Bo von Stockenström,f,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2549,Bror Nilsson,bf,Älvsborgs län,Första kammaren,1941,1941,
2550,Carl Alger Härdin,f. 1887,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2551,Carl Beck-Friis,h,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2552,Carl Bengtsson,h,Älvsborgs län,Första kammaren,1941,1941,
2553,Carl Dahlström,f. 1877,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2554,Carl Eriksson i Ljusdal,f. 1881,Gävleborgs län,Första kammaren,1941,1941,
2555,Carl Fredrik Carlström,f. 1882,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2556,Carl Primus Wahlmark,f. 1883,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2557,Carl Sundberg,h,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2558,David Norman,f. 1887,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2559,Edgar Sjödahl,s,Göteborgs stad,Första kammaren,1941,1941,
2560,Edvard Björnsson,f. 1878,Älvsborgs län,Första kammaren,1941,1941,
2561,Edwin Berling,f. 1881,Malmöhus län,Första kammaren,1941,1941,
2562,Eilif Sylwan,h,Malmöhus län,Första kammaren,1941,1941,
2563,Einar Thulin,s,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2564,Ejnar Lindbärg,s,Kopparbergs län,Första kammaren,1941,1941,
2565,Elon Andersson,f,Gävleborgs län,Första kammaren,1941,1941,
2566,Emil Andersson,f. 1877,Göteborgs och Bohus län,Första kammaren,1941,1941,
2567,Emil Näsström,s,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2568,Emil Petersson,fp,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2569,Erik Brandt,s,Kopparbergs län,Första kammaren,1941,1941,
2570,Erik Lindblom,fp,Kopparbergs län,Första kammaren,1941,1941,
2571,Erik von Heland,bf,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2572,Ernst Eskhult (tidigare Svensson),f. 1880,Skaraborgs län,Första kammaren,1941,1941,
2573,Eskil Albertsson,f,Jönköpings län,Första kammaren,1941,1941,
2574,Frans Ericson,s,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2575,Fredrik Ström,s,Stockholms stad,Första kammaren,1941,1941,
2576,Fritiof Gustafsson,h,Skaraborgs län,Första kammaren,1941,1941,
2577,Fritjof Ekman,s,Örebro län,Första kammaren,1941,1941,
2578,Georg Andrén,h,Älvsborgs län,Första kammaren,1941,1941,
2579,Georg Branting,s,Stockholms stad,Första kammaren,1941,1941,
2580,Gottfrid Karlsson,f. 1882,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2581,Gottfrid Karlsson i Gillberga,f. 1872,Örebro län,Första kammaren,1941,1941,
2582,Gustaf Elofsson,bf,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2583,Gustaf Heüman,s,Jönköpings län,Första kammaren,1941,1941,
2584,Gustaf Strömberg,s,Värmlands län,Första kammaren,1941,1941,
2585,Gustaf Tamm,f. 1876,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2586,Gustaf Velander,f. 1884,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2587,Gustav Björkman,h,Värmlands län,Första kammaren,1941,1941,
2588,Gustav Möller,s,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2589,Harald Nordenson,h,Stockholms stad,Första kammaren,1941,1941,
2590,Harald Åkerberg,f. 1883,Örebro län,Första kammaren,1941,1941,
2591,Helge Bäcklund,f. 1880,Skaraborgs län,Första kammaren,1941,1941,
2592,Hemming Sten,s,Gävleborgs län,Första kammaren,1941,1941,
2593,Herman Ericsson,s,Malmöhus län,Första kammaren,1941,1941,
2594,Israel Lagerfelt,h,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2595,Ivan Pauli,s,Jönköpings län,Första kammaren,1941,1941,
2596,Ivar Anderson,h,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2597,Ivar Ekströmer,h,Kronobergs och Hallands län,Första kammaren,1941,1941,
2598,Ivar Persson,bf,Malmöhus län,Första kammaren,1941,1941,
2599,Iwar Anderson,s,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2600,Jacob Hansson,f. 1878,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2601,Johan Bergman,f,Värmlands län,Första kammaren,1941,1941,
2602,Johan Bernhard Johansson,h,Kronobergs och Hallands län,Första kammaren,1941,1941,
2603,Johan Friggeråker (tidigare Johansson),f. 1872,Älvsborgs län,Första kammaren,1941,1941,
2604,Johan Magnus Bäckström,f. 1876,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2605,Johan Nilsson i Malmö,f. 1874,Malmöhus län,Första kammaren,1941,1941,
2606,Johan Nilsson i Skottlandshus,f. 1873,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2607,Johannes Pettersson,f. 1882,Värmlands län,Första kammaren,1941,1941,
2608,John Björck,f. 1881,Älvsborgs län,Första kammaren,1941,1941,
2609,John Gustavson,f. 1890,Göteborgs och Bohus län,Första kammaren,1941,1941,
2610,John Sandén,redaktör,Värmlands län,Första kammaren,1941,1941,
2611,K.G. Westman,f. 1876,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2612,K.J. Olsson,s,Älvsborgs län,Första kammaren,1941,1941,
2613,Karl Andersson i Rixö,f. 1889,Göteborgs och Bohus län,Första kammaren,1941,1941,
2614,Karl Emil Johansson,f. 1876,Skaraborgs län,Första kammaren,1941,1941,
2615,Karl Gustaf Sandström,h,Stockholms stad,Första kammaren,1941,1941,
2616,Karl Ivar Sköldén,f. 1880,Göteborgs och Bohus län,Första kammaren,1941,1941,
2617,Karl Johanson i Vännäs,f. 1881,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2618,Karl Karlsson i Stockholm,f. 1886,Stockholms stad,Första kammaren,1941,1941,
2619,Karl Magnusson,s,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2620,Karl Sandegård,f. 1880,Älvsborgs län,Första kammaren,1941,1941,
2621,Karl Schlyter,s,Värmlands län,Första kammaren,1941,1941,
2622,Karl Wilhelm Bodin,h,Värmlands län,Första kammaren,1941,1941,
2623,Karl Wistrand,h,Stockholms stad,Första kammaren,1941,1941,
2624,Knut Ewerlöf,h,Stockholms stad,Första kammaren,1941,1941,
2625,Knut Petersson,f. 1892,Göteborgs stad,Första kammaren,1941,1941,
2626,Lage Svedberg,s,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2627,Lars Gunnar Bodin,f. 1872,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2628,Laur Franzon,s,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2629,Lennart Bondeson,h,Malmöhus län,Första kammaren,1941,1941,
2630,Leonard Tjällgren,bf,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2631,Manne Asplund,f. 1872,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2632,Martin Sandorf,f. 1880,Göteborgs stad,Första kammaren,1941,1941,
2633,Martin Svensson i Kompersmåla,h,Kronobergs och Hallands län,Första kammaren,1941,1941,
2634,Natanael Gärde,f,Stockholms stad,Första kammaren,1941,1941,
2635,Nils Elowsson,s,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2636,Nils Gabrielsson,f. 1876,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2637,Nils Herlitz,h,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2638,Nils Holmström,f. 1884,Gävleborgs län,Första kammaren,1941,1941,
2639,Nils Olsson i Rödningsberg,f. 1873,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2640,Nils Wohlin,bf,Örebro län,Första kammaren,1941,1941,
2641,Olof Berntson,s,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2642,Olof Carlsson,s,Stockholms stad,Första kammaren,1941,1941,
2643,Oscar Olsson,f. 1877,Östergötlands län med Norrköpings stad,Första kammaren,1941,1941,
2644,Oskar Anshelm Nordborg,f. 1875,Göteborgs stad,Första kammaren,1941,1941,
2645,Oskar Hagman,s,Stockholms stad,Första kammaren,1941,1941,
2646,Per Andersson i Koldemo,f. 1876,Gävleborgs län,Första kammaren,1941,1941,
2647,Per Granath,f. 1882,Gävleborgs län,Första kammaren,1941,1941,
2648,Per Gustafsson i Benestad,f. 1880,Kronobergs och Hallands län,Första kammaren,1941,1941,
2649,Per Näslund,f,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2650,Petrus Nilsson i Gränebo,f. 1881,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2651,Rickard Lindström,s,Göteborgs stad,Första kammaren,1941,1941,
2652,Rickard Sandler,s,Gävleborgs län,Första kammaren,1941,1941,
2653,Robert Berg,f. 1877,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2654,Robert von Horn,f. 1879,Örebro län,Första kammaren,1941,1941,
2655,Ruben Wagnsson,s,Kalmar län och Gotlands län,Första kammaren,1941,1941,
2656,Rudolf Anderberg,s,Malmöhus län,Första kammaren,1941,1941,
2657,Sam Larsson,f. 1883,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2658,Sigfrid Linnér,h,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2659,Sven Boman,s,Kopparbergs län,Första kammaren,1941,1941,
2660,Sven Edin,s,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2661,Sven Hansson i Svartbyn,s,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2662,Sven Larsson,f. 1883,Kronobergs och Hallands län,Första kammaren,1941,1941,
2663,Sven Linderot,k,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2664,Theodor Magnusson,f. 1887,Göteborgs stad,Första kammaren,1941,1941,
2665,Theodor Nilsson,f. 1872,Göteborgs och Bohus län,Första kammaren,1941,1941,
2666,Torsten Caap,h,Västerbottens län och Norrbottens län,Första kammaren,1941,1941,
2667,Torsten Ström,f. 1885,Skaraborgs län,Första kammaren,1941,1941,
2668,Verner Andersson,f. 1887,Kronobergs och Hallands län,Första kammaren,1941,1941,
2669,Verner Söderkvist,s,Västernorrlands län och Jämtlands län,Första kammaren,1941,1941,
2670,Viktor Egnell,f. 1872,Skaraborgs län,Första kammaren,1941,1941,
2671,Viktor Larsson,s,Södermanlands och Västmanlands län,Första kammaren,1941,1941,
2672,Viktor Thörnberg,f. 1879,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2673,Wilhelm Källman,s,Stockholms län och Uppsala län,Första kammaren,1941,1941,
2674,William Linder,s,Blekinge län och Kristianstads län,Första kammaren,1941,1941,
2675,William Nisser,h,Kopparbergs län,Första kammaren,1941,1941,
2676,Östen Undén,s,Värmlands län,Första kammaren,1941,1941,
2677,Abel Andersson,s,Jönköpings län,Andra kammaren,1945,1948,
2678,Abel Sundberg,s,Göteborgs stad,Andra kammaren,1945,1948,
2679,Adolv Olsson,s,Gävleborgs län,Andra kammaren,1945,1948,
